Text,Score,Suggestion
برند مطرح در دنیا  قدرتمند ,96,1
این هدفون واقعا کیفیت بالایی داره و بیشتر زمانی خودش رو نشون میده که دستگاهی که باهاش آهنگ گوش میدید از خروجی صدای 32 بیت برخوردار باشه  هر چند که در مجموع شما رو از داشتن یک هدفون کار درست راضی نگه میداره  این هدفون از زمان تولیدش همواره جز ده هدفون برتر از سوی سایتهای معتبر بررسی کننده قرار گرفته است  پس در خریدش شک نکنید  ,88,1
من این محصول رو ساعت 10 شب سفارش دادم از دیجی و فردا دستم بود با تشکر از دیجی ,64,3
من توی شگفت انگیز و به خاطر اینکه یه ریمل بورژوا باهاش جایزه داشت خریدمش واسه برنزینگ خوبه البته واسه پوستهای تیره چون یه مقداری رنگ برنزرش تیره اس اما هایلایترش هیچ استفاده ای نداره چون اصلن رنگ و جلوه نداره و براق نیس به نظرم این قیمت نمیرزه در ضمن برس خودش هم واسه برنزینگ خیلی خوبه  ,52,1
1 ساله دارمش تاحالا هیچ ایرادی نداشته ,60,1
خیلی کرم پودر خوبیه   خیلی سبک روی پوست میشینه   اگر پوست چربی دارین حتما کرم پودرو روی صورتتون بِیک کنین که مدت بیشتری روی پوست بمونه و چرب نشه   منافذ پوستو اصلا باز نشون نمیده اگر قبلش پرایمر استفاده کنین که خیلی بهتر هم میشه   خیلی خوب بود واقعا ,60,1
حتما بخرید عالیه ,56,3
من نزدیک یک ساله خریدم و کارای گرافیکی و موسیقی انجام میدم باهاش  به نظرم خیلی لپتاپ خوبیه  فقط یکی از یو اس بی های دستگاه من وقتی کابل شارژو وصل میکنی قطع و وصل میشه که من حوصله شو نداشتم ببرم نمایندگی یه هاب گرفتم و از اون استفاده نمیکنم من اول ویندوز 10 نصب کردم و درایوراشو از سایت ایسوز گرفتم ولی ظاهرا درابورای سی دی روی لپتاپ کاملتر و بهترن  الان 8 نصب کردم  درکل راضیم  ,76,1
من خریدمش نقره ایش رو  کم صدا یخچال جا دار کم مصرف شیک و زیبا ,60,1
ارزش خرید داره ,100,1
سلام   من از این دستگاه بیشتر برای زدن گوشه های باغچه و حاشیه های دور گل و درخت استفاده میکنم که ماشین چمن زن نمیتونه بزنه  هر چند میشه برای کوتاه کردن کل چمن های یه باغچه کوچیک هم ازش استفاده کرد   یکم ممکنه در استفاده طولانی  خستگی بیاره  یک مقدار هم نداشتن مخزن یا کیسه در این نوع چمن زن ها که با توجه به ماهیت شون طبیعیه   یکم دردسر داره  در کل تا به اینجا ازش راضی ام  زمانی که دستتون برسه   کار خاصی نداره فقط دسته و اون محافظ دور تیغه رو بهش پیچ میکنین و تمام   یه خواهش هم داشتم از دیجیکالا   اگه ممکنه قرقره تیفه این مدل هم به سایت اضافه بشه  در کل مواد مصرفی همچین محصولاتی  بصورت جداگانه قابل خرید باشه  دیگه همه چی از دیجی بخریم  با تشکر ,100,1
خوشرنگ و معطر و با قیمت مناسب ,68,2
من ازش بسیار راضی ام و حتما پیشنهاد می کنم ,96,1
من این چاپگر رو یک سال پیش از دیجی خریدم تو این یک سال بالای هفت هزار تا چاپ ازش گرفتم واقعا مقرون به صرفه هست و تا حالا اصلا اذیت نکرده ,84,1
من تازه این مدل رو خریدم کلا راضیم ازش کلا محصولات الجی همیشه عالیه از گارانتی گلدیران هم تشکر میکنم مثله همیشه سریع اومدن نصب کردن  از  همه ی پرسنل دیجی کالا هم تشکر میکنم مثله همیشه سر وقت با خیال راحت و قیمت مناسب تحویل دادن ,84,1
آب را با تمام ظرفیت که 1 7 لیتر هست رو تو چهار دقیقه جوش میاره برند آلمانی مخصوصا بوش که جای هیچ ایرادی رو نداره کیفیت و شکل ظاهری محصول هم زیباست ,84,1
با تکان دادن دستگاه صدا های متعددی ازش میاد  که انگار چیزهایی سر جاشون نیستند و با دو دستگاه دیگه هم تست کردم و مشکل همگانیه ظاهرا  و پنل پایینی هم درست فیکس نشده و دایم صداهای اسکوییکی میده این مورد هم نسبتا فراگیر ه  غیر این موارد واقعا عالیه ,92,2
چند روز انتظار میکشم سفیدش موجود بشه بخرم برای بردارم اخه مشکی رو خودم خریدم دیجی جان در صورت امکان سفید رو موجود کن یکیش رو من میخوام ,60,1
تقریبا 7 ماهی می شه که دارم و مداوم استفاده می کنم  قبلا هم بیرداینامیک 160E داشتم  کیفیت صدا و وضوحش فوق العادس فقط یکم باسش ضعیفه و نکته مثبتش اینکه با اکثر دیوایس ها می تونید از حداکثر خروجی و کیفیت بهره ببرید و نیازی به تقویت کننده ندارید بر خلاف هدفون های بیرداینامیک و بیتس  برای سبک های اهنگ های راک و متال و سنتی عالیه ولی برای پاپ و هیپ هاپ زیاد مناسب نیس چون رنگ هیجانی اصلن نمی ده به صداها و باسش متوسط    ,88,1
با سلا وخسته نباشید من این ماشین لباسشوییی را از رشت سفارش دادم 48 ساعت بعد  ساعت 9 صبح از باربری تماس گرفتند  وتا ظهر بدستمون رسید نصاب هم خیلی از گارانتی کاسپین تعریف کرد و ماشین هم هیچ مشگلی نداشت در ضمن ظاهر زیبایی داره وصدای کم خواستم با بقیه در میون بذارم ممنون ,60,1
سلام من این محصول رو تازه خریده ام و راضی هستم با قیمت موجود بسیار کارایی خوبی داره از لحاظ گنجایش هم مشکلی نداره  ,84,1
پایه دستگاه نیم سانت افتادگی داره و باعث ایجاد صدای نا خوشایند در زمان کار میشه ,64,2
پیشنهاد میکنم ,80,1
من امروز سفارش دادم  حالا بدستم برسه نقاط قوت و ضعفشو کامل میگم ,56,2
از تلویزیون راضی هستم ولی اینکه بعد از 6 ماه پنل تصویرش دچار نقص شده و پرش تصویر و رنگ پیدا کرده برام عجیبه چون از قبل تلویزیون سامسونگ داشتیم و خوب کار میکرد    الانم تقریبا یه هفتس و هنوز نمایندگی تعمیرش نکرده   ,88,1
همه جوره خوبه1ماهه دارمش خوب بوده تا حالا فقط اگه زیاد باهاش کار کنین داغ میکنه برنامه و بازی رو عالی اجرا میکنه  درمورد صفحه نمایش هم خوبه اما عالی نیس ,92,1
این کالا رو یک هفته است دارم استفاده میکنم کیفیت صداش افتضاح هست همکارم هدفون چینی خریده تست کردم صداش از این خیلی بهتره  ساختارشم طوری هست که تمام مدت استفاده گوش آدم درد میگیره به دی جی کالا گفتم میگه امکان مرجوعی نیست مثل کفش که میخری بعد یه مدت جا باز میکنه اینم جا باز میکنه فکر کردم به گوش من نمیخوره به همکارم هم دادم استفاده کرد همین مشکل رو داشت اگه خواستین این هدفون رو بخرین برید پولتونو بریزید دور حداقل احساس نمیکنید کلاه سرتون رفته ,0,3
من که راضی هستم هفته ی پیش به دستم رسید ,60,1
کیفیت خیلی خوبی  داره و پارس خزر جزو بهتریناس حتما پیشنهاد میکنم ,100,1
هزینه تعویض دو دفعه کارتریج این دستگاه از قیمت خود دستگاه گرون تر میشه     ,60,3
سلام و عرض ادب خدمت دست اندر کاران دیجی کالا  پنکه امروز به دستم رسید و بنده که خودم به شخصه تاییدش کردم و اقوام هم که خونه تشریف داشتن و ملاحظه فرمودند مهر تاییدی را زدند  در ضمن اولین خرید بنده از دیجی کالا بود  امیووارم که این خرید ها ادامه دار باشد   ,76,1
امروز نصب کردم برای درب جلویه پارس یه کوچولو کوچیک تر از باند فابریکه ولی خب نصب کردم  صدای خوبی داره ولی بیس انچنانی نداره در کل نصبت به قیمتش خوبه  پخشم 7850پایونیر  یه جفت 6965وی3 یه ساب   ,48,2
ساخته شده در  اسلونی ,80,1
در پیشنهاد ویژه خریدم هفته پیش بسیار عالی ,88,1
بنظرم پایونر باید هدفون بهتری میساخت منم گول همینوخوردم ولی انگار یه شرکت چینی درجه 2  ساخته ,52,3
من یک هفته است که این لپ تاپو خریده ام  عملکردش بد نیست  در کل چون کارمو راه می اندازه  ازش راضی ام  فقط اگه از اول می دونستم باتریش درنمیاد  شاید این انتخابو نمی کردم  نکته بعدی اینه که سیسستم عامل پیش فرض نصب شده روی این دستگاه ها یه چیز به دردنخوریه به اسم Endless که برای کشورهای داغونی ساخته شده که دسترسی به اینترنت ندارن  اصولاً هیچ کاری با این سیستم عامل نمی شه کرد  نقطه ضعف دیگه اش اینه که حتماً باید ویندوز 10 روش نصب بشه و ویندوز 7 رو جواب نمی ده  برای همین یه ویندوز 10 اورجینال هم خریدم با مکافات روش نصب کردم  بر خلاف سایر دستگاها برای ورود به تنظیمات بایوسش باید کلید Esc رو بزنید  از اونجا با F7 ترتیب بوت رو عوض کرده و موقع نصب ویندوز 10 هم حتماً باید تمام پارتیشن ها رو delete کرده و بعدش از طریق diskpart هارد رو clean کنید تا قادر به نصب ویندوز بشید  باتریش زیاد قوی نیست و دو سه ساعته ته می کشه  هارد رو اگه یه خورده پر کنید  سرعت دستگاه به طرز چشمگیری میاد پایین  همچنین زیاد هم به درد محاسبات نسبتاً سنگین نمی خوره  با همه ی این اوصاف تو این بازه قیمت یه لپ تاپ با مشخصات این دستگاه گزینه ی بسیار کاربردی ایه و خیلی از کارها رو راه می اندازه کلاً لپ تاپ متوسطیه و اگه بیشتر کاربردش براتون مهمه  گزینه ی بدی نیست  ,68,1
تمام نرم افزار های مهندسی عمران رو باز میکنه و سرعت پردازشش عالیه و حتی فایل های اکسل حجم بالایی که چندین ثانیه طول میکشه باز بشن سریع و بی معطلی  باز میکنه فقط صفحه نمایش کیفیتش پایینه و فول نیست در کل پیشنهاد میکنم ,80,1
امکانش هس موجود بشه ,60,2
خیلی عالیه  کیفیت صفحه عالی حسگر تاچ پد بسیار عالی کیبرد بسیار عالی بلندگو ها با کیفیت صدای عالی شارژ شدن در مدت زمان اندک در کل    20 ,60,1
من این دستگاه پس از چند وقت تحقیق چندماه پیش برای محل کارم از دیجی خریدم  تو این چند وقت که دارم باهاش کار میکنم از همه لحاظ خوبه و انتظارات من برآورده کرده  تو این رنج قیمت بهترینه ,100,1
وسعت و تفکیک صدا فوق العاده س   گرچه پلیر هم در  پخش نقش مهم و اساسی داره ولی بنده با گوشی موبایل با کیفیف پاین هم هدفون رو تست زدم عالی بود  راحت بودن با این هدفون هنگام گوش دادن به موسیقی یکی از بارزترین نقاط مثبت این محصوله   تنها اشکال کار این هدفون به نظرم قابل حمل نبودن برای مسافرت هست به عبارتی اگه تا شو بود معرکهمی شد ,92,1
در کل میتونم بگم از خریدم راضی هستم ,72,1
خوب و کاربردی  ,60,1
همون 1 ماه اول تو کارِ سبک سه نظامش به صدا افتاد ,40,3
من حدود یک ساله دارم استفاده میکنم و واقعا ازش راضیم  هرچی دوس دارین صدارو زیاد کنین کاریش نمیشه البته دقت کنین اصلیش باشه   ساخت ژاپن   آخه چینیشم هست ,68,1
صدای ریز و شفاف خوب و باس نه چندان خوب و در حد متوسط ,60,2
خیلی راضی بودم متاسفانه ازم دزدیدن ,100,1
سر هر گوشی یه قطعه پلاستیکی بی کیفیته که خیلی راحت در میاد و گم میشه نقشی اون قطعه پلاستیکی رو بر می دارید زیرش یه هدفون خیلی ضعیف و بی کیفیته کیفیت صداش خیلی پایینه و همه صدا ها بم میشه سیمش خیلی بی کیفیته و توی جعبه که پیچیده شده حالت گرفته و دیگه صاف نمیشه دکمه کم و زیاد کردن صداش اصلا کار نمیکینه محل میکروفون خیلی پایینه و از دهن دوره و موقع راه رفتن مدام میخوره به بدن و صداش اون ور خط خیلی بلنده ,20,3
به نسبت هزینه و امکاناتی که در اختیار قرار می دهد کاملا خرید را در شگفت انگیز توجیح می نماید  ,76,1
این هود را در شگفت انگیز خریدم و از خریدم راضی هستم  بهتر است که شرکت درسا نمایندگی خود را توجیه کند  رشت  پیشنهاد من برای خرید این کالا در شگفت انگیز عالیه با تشکر از دی جی کالا و کالا رسان شان  ,88,1
تابه خوبیه گرمارو خوب پخش میکنه کیفین ساخت خوبی داره اینکه تابه هایه تفال نشنگر داغ شدنم دارن یه مزیته خوش رنگم هست ,92,1
متاسفانه یکی از  پایه های نگهدارنده ظرف بزرگ دارای شکستگی بود که من وقتی متوجه این اشکال شدم که از دستگاه استفاده کرده بودم با قیمت خیلی مناسب توی تخفیف با کدتخفیف گرفتم که حتی توی بازار امین حضور از قیمت اصلی دیجیکالا هم بیشتر بود اگر میشد آب مرکبات گیری  آسیاب و خردکن به این دستگاه اضافه کرد خیلی عالی میشه چون این کارها نیاز به موتور خیلی قوی نیاز نداره بنابراین موتور دستگاه اصطلاحا کم نمیاره ولی برای چرخ کردن گوشت نیاز به موتور قوی تری هست در کل دستگاه خیلی خوبیه و ارزش خرید داره ,96,1
اصلا خوب نیست   صدای کم   بیس ضعیف   فقط خوبیش اینه که سبک  ,52,3
سلام دوستان من بعد از یه مدت جستجو بالاخره تونستم با این برنامه دمای لب تابو هر چقدر که  بخوام میتونم کم کنم   که این برنامهASUS GPU TweakII  که از خود ایسوس هم هست به شما این اجازه رو میده تا تعیین کنید که 1  دمای لب تاب چقدر باشه 2  فریم بر ثانیه چقدر باشه 3  حالت گیمینگ 4  حالت فن بوست 5 حالت سایلنس 6 اورکلاک گرافیک خطرناکه  در نتیجه می خوام بگم من با این برنامه دما رو میزارم بین 75تا 80 و افت تصویرم شاید در حد 10 تا 15 تا باشه که در بازی های سبک اونم کم نمیشه بزار تا با مثال براتون توضیح بدم  gt  gta v رو با کیفیت اخر  با 60 فریم در دمای 89 درجه بازی میکنم ولی با این برنامه رو کیفیت اخر  با 53 فریم  در دمای 77تا79 بازی میکنم اگه بخواید میتونید کیفیت بازی رو پایین تر بیارید خوبی این برنامه اینه که دستتون تا دمای 59 درجه بازه ولی خوب تو این دما جی تی ای رو با کم ترین کیفیت میشه بازی کرد   و اینکه بازی دوتا 2 رو تو دمای 86 درجه 75 فریم بازی میکنم  ولی با این برنامه تو دمای 76 درجه بازم 75 فریم بازی میکنم یعنی کیفیت هیچ تغییری نمیکنه ولی دما 10 درجه پایین تر میاد که بیشتر درمورد بازی های سبک صدق میکنه    حواستون باشه به گزینه های gpu clock gpu voltage memory clock دست نزنید باعث سوختگی گرافیک میشه  امیدوارم مفید واقع شده باشه اگه بود  لایک کنید ممنون ,92,1
حدود یک ماهه خریدمش ولی پشیمونم هم cpuش ضعیفه هم گرافیک و کیفیت صفحش خیلی افتضاحه فیلم فول اچ دی رو جوری پخش میکنه همه رنگاش خط خط میفته انگار کلیپ موبایل باهاش پخش کردی  پولتونو دور نریزید ,40,3
خیلی عالی و با کفیت  ممنون از دیجی کالا ,100,1
متاسفانه مشکل بزرگی که این تلویزیون داره اینه که وقتی کابل اچ دی ام ای دستگاه بهش وصل میشه آنتن تلویزیون میپره و سیگنال نمیده که من فکر میکنم این مشکل تو نمونه های گلدیرانی باشه اگر کسی راه حلی داره ارائه بده ممنون میشم  ,92,1
زیاد با کیفیت نیس ولی نسبت به قیمش خوبه  واسه دم دست بدرد میخوره  ,60,2
کیفیت ساختش خوب و تمیزه من از دیجی گرفتم سیمشم خوبه صداشم تو این قیمت خوبه تو این قیمتا نباید انتظار زیادی داشت من راضیم از خریدش ,88,1
من که خیلی خوشم اومده و باز هم سفارش میدم ,60,3
درکل بد نیست ,56,2
خیلی عالیه فقط بعضی ها میگن صداشو بقیه میشنون درست میگن ولی اگه با انصاف نگاه کنیم با صدایی که این داره بایدم صداش یکم بیاد بیرون و بقیه بشنون ,92,1
به نظر من تو این رنج قیمت و با این افزایش قیمت لپ تاپ  دستگاهه خوبیه  من دو تا گرفتم واسه دوستان و راضی هستن ,80,1
این هدفون رو در 17 مرداد 93 از دیجی کالا خریداری کردم و تا الان به طور مداوم ازش استفاده کردم  در هنگام کار با لپتاپ  و تصمیم گرفتم تجربه کار با اون رو اینجا به اشتراک بگذارم  به طور کلی این مدل هدفون گیره روی سر نداره که احساس کنید خلبان هواپیما هستید و همچنین داخل گوش نمیره که باعث خارش و صدمه صوتی به گوش بشه و این مدل به خصوص انقدر کیفیت ساخت و کیفیت صداش مناسب هست که کاملا از انتخاب خودتون راضی خواهید بود  وزن کم و ارگونومیک بودن گیره پشت گوش باعث شده که اصلا وجود هدفون رو احساس نمی کنید  همچنین خیلی خوب روی گوش قرار می گیره و فاصله بین هدفون و گوش نمی افته  کیفیت صداش هم خیلی خوبه و من صد در صد ازش راضی هستم  ضمنا کیفیت ساختش هم به طور کلی بالاست یعنی در طول بیش از  دو سال استفاده بارها پیش اومده که سیمش ناگهان کشیده شده ولی هیچ گونه مشکلی براش پیش نیومده  من به دوستانی که میخوان یه هدفون عمری بخرن و هزینه خیلی تخیلی هم نکنن این هدفون رو پیشنهاد می کنم  ,100,1
امروز توی نصب روشور ازش استفاده کردم از این کابینتی ها بسیار خوب بود تنها نکته اینه که با توجه به ابعادش همه جا نمی تونید ازش به عنوان پیچ گوشتی هم استفاده کنید  ,80,1
اگر قصد خرید یه وسیله دارید که هم پیچ گوشتی شارژی مناسب باشه هم دریل قوی و کار آمد این مدل   مدل مناسبی هستش ,96,1
رنگش خیلی زرد و برنز هست شماره سه از شماره دو روشن تره  ,88,2
پرینتر خیلی خوبیه واز بدنه محکم وزیبایی برخوردار  ودر برابر قیمت منطقی  ارزش خرید بسیار بالایی داره  سرعت بالا و چاپ دو رو واتومات احساس بسیار خوبی میده    ,84,1
هدفون خیلی خوبه مخصوصا که ساخت شرکت معروف سنهایزر هست من سه ماه که اینو از دیجی خریدم کیفیت صدا خیلی عالییی داره که همرو راضی میکنه باس نسبتا قوی داره ولی تو استفاده طولانی مدت بیرون گوش رو اذیت میکنه و باعث عرق کردن گوش میشه ولی  در کل عالییییی ,84,1
سلام من برنامه نویس هستم و با مک بوک ایر یعنی رقیب این دستگاه کار کردم پس نقطه قوت های نسبی این دستگاه رو نسبت به air  میگم  رنگ بسیار شیک و کاربر پسندی داره دقت  صفحه نمایش اندازه بهترینای بازار است و علاوه بر آن  قابلیت  تاچ هم دارد  و این تاچ بودن همراه با روکش مات تجربه عالی رو به کاربر نشون میده   صفحه نمایش به طور کامل تخت نمیشود و حالت لپ تاب های معمولی است پس انتظار تجربه ی کاملا تبلتی نداشته باشید که اینهارو تو مک نمیبینید  فن آن هنگام کار سنگین پردازشی صدای بیشتری نسبت به air  میدهد و این نشانه ی وجود  پردازنده  بسیار قدرتمندتر از air  است   و نکته دیگر اینکه air  علاوه بر این کاستی ها نقاط قوتی داره که این دستگاه نداره  به این ترتیب هستند   سیستم عامل  اگر با mac os  کار کردین و ویندوزو تر جیح دادین که قطعا این دستگاه برتری داره اما اگر امکان تست سیستم عامله اپل رو دارید حتما سیستم عامل رو به عنوان فاکتور اصلی انتخاب ارجهیت بدهید به شخصه نظرم اینه که سیستم عامله مک بسیار بهینه تر نسبت به ویندوز است  میتونین مقایسه سیستم عامل هارو بررسی کنید و بعد انتخاب کنید  اما این نکته رو دوباره گوشزد کنم که اگر ویندوزی هستید   قطعا این دستگاه شماست  موفق باشید ,88,1
متاسفانه تاچ صفحه نمایش دستگاه من از کار افتاده و تنها با قلم کار میکنه   ظاهرا شرکت ماکروسافت هم فقط عذر خواهی میکنه   از هم جالبتر اینه که شرکت ماکروسافت پس از گذشت 1 سال از تاریخ تولید دستگاه   حتی حاضر نیست بفرم رایگان به شما جواب بده   درضمن دچار پرش تصویر یا Flicker بخصوص در هنگام وبگردی میشه   متاسفم که انقدر پول بابت این دستگاه پرداخت کردم   ,52,3
مارک فیلیپس احتیاج به تعریف نداره اما خوب نسبت به قیمت   کارایی هاش می ارزه ,92,1
لطفاًموجودش کنید ,100,1
خیلی زیبا و شیک طراحی شده و به معنای واقعی هوشمنده  قیمتشم مناسبه و کنترلش جادویی و کاربردیه  اگر کسی میخواد ال ای دی بخره پیشنهاد میکنم همین مدل رو تهیه کنه ,100,1
من اینو یه سال دارم و از دیجی کالا خریدم همه چیزش عالی به کسانی که می خوان بخرن حتما پیشنهاد میکنم ,100,1
واسه دانشجوها خوبه البته دانشجویان پسر چون یه ذره واسه خانم ها سنگینه الان نزدیک به یک سال میشه که دارم استفاده می کنم واقعا عالیه ,80,1
مشکل چینی بودنشه فقط ,0,1
بعد یک ماه استفاده سیم میکروفون بدون هیچ آسیب رسیدگی دچار قطعی شد هدفون رو ب خدمات پس از فروش بردم و یک هدفون نو تحویل گرفتم اما پس از گذشت دو هفته دوباره کابل میکروفون قطع شد بعد گفتن شما فقط یک گارانتی تعمیر دارید هدفون رو بردم برای تعمیر جک رو کلا برام عوض کردن و بعد از گذشت سه روز دوباره کابل میکروفون قطع شد ,52,3
اولین چیزی که نظر شما رو جلب میکنه  اگه هم سلیقه من باشین  جنس بدنه مشکی مات و بدون زرق و برق بیهوده معمول لپ تاپ هاست که از دید من نتنها از نقاط منفی بلکه کاملا مثبت حساب میشه  سطح زمینه صفحه کلید بافت نقره ای دلنشینی داره و برند B O که یه برند اروپایی بنام اما کم صدا نزد ما  در صنعت صدا فعالیت میکنه تنوع جالبیه چون همه ما همیشه به Beat پر طمطراق چشممون روشن میشد اما این بار حداقل من با داشتن یه برند متفاوت احساس خاص بودن میکنم  روشن شدن لپ تاپ سریع و رنگ و لعاب تصویرش به همراه صفحه نمایش Fhd شما رو متقاعد میکنه که اشتباه نکردین و وقتی بعد از چندبار آزمایش انواع نرم افزارهای 2بعدی و 3بعدی مطمئن میشین که پولتون رو دور نریختین تازه نوبت شیطنت با بازی های هم نسل کنسول ها میرسه که اونجا کمی شما رو ناامید میکنه ولی نگران نباشین چون Nvidia براتون بازی ها رو تا حد امکان جوری تنظیم میکنه که نه سیخ بسوزه و نه کباب  اما کماکان خیلی روی گیمینگ این لپ تاپ حساب باز نکنین  وقتی زمان آپدیت و بروز رسانی و وب گردی میرسه یهو میفهمین که ماژول وای فای شما هیچ آنتی رو نمیگیره که هیچ درکل شمارو هم نمیشناسه این جا واقعا بخش ضایع این لپ تاپه شرمنده تونم باید یک وای فای آداپتور مثل من گردن شکسته تهیه کنید بزنید به یکی از یو اس بی ها یا اینکه در مدت گارانتی بدید بچه ها ببرنش رو چال و درستش کنن  اما گویا در بعضی موارد صرفاً با بروز رسانی درایور وای فای سر و ته قضیه هم آمده و شخص خوشبخت از خطر جسته  صدای فن GPU سر به فلک خواهد زد ولی اگه مثل من غرق در کار یا بازی باشید اصلا نمیشنوین که هیچ تازه وقتی هم میشنوین خوشحال میشین که داخل دستگاه حداقل چیزی درحال ذوب شدن نیست و صدالبته این سرعت فن گویا     به عمد وجود داده و از bios دستگاه قابل تغییره که البته پیشنهاد نمیکنم  وقتی کار و بازی تمام شد وقتی در لپ تاپ رو میخواین ببندین تازه اون موقع بدنه ظریف و نحیف و ارزون ساختش تو ذوقتون میزنه ولی چون قبلا سخت افزار دلتون رو برده خیلی بهش توجه نمیکنین و لبخند میزنین و به کیف لپ تاپ خوشگلی که براش خواهید گرفت میاندیشین والا  حقیقتا با این هزینه بهتر از این دستگاه سخته  میگم سخته ناممکن نیست  چیزی پیدا کرد خلاصه قیافه بازار پسندی نداره  از اونا که نصفش مثه فراریه نصفش مثه پورش  اما قلب تپنده ای داره چون شیر نر  کار شما زمین نمیمونه  خلاص  حدود 4 یا 5 ماهه که دارمش و برای طراحی گرافیک و البته بازی های سبک کاملا مناسبه  ,68,1
دوستان همه چی خوبه  هم جنس عالی و راحتیش و سادگیش خوبه    ولی توجه کنید پیچی نیست و ممکنه در اثر سنگینی   بخصوص نمک   باز بشه و بریزه   البته من با پیچیدن یه کم نوار تفلون مشکلم حل شد  ,48,2
در کل مناسبه اما توجه کنید که ویندوز نداره  برای من نسخه ای از لینوکس نصب بود ,60,1
واقعا از همه نظر عالیه ,84,1
من این دستگاه رو برای روز پدر خریدم به اصرار مادرم جنس ایرانی خریدم ولی چون تو همین رنج قیمت جنس خارجی هم بود خودم راضی نبودم ولی بعد از اولین استفاده کلا نظرم عوض شد و کاملا راضی هستم من خودم برویل دارم که الان بیشتر از سه برابر این دستگاه قیمتشه ولی بعد از چند بار کار با این دستگاه و آبگیری سیب هویج و کرفس در عمل اختلاف قابل توجهی ندیدم   ,100,1
علیرغم اینکه قبلا برندهاى بسیار عالى اى خریده و تجربه کرده ام   اما این کرم پودر پوشانندگى عالى براى منافذ باز پوست صورتم داشت   بیش از هر کرم پودر دیگه اى قبولش دارم عالیه  توى خریدش شک نکنید ,80,1
ما قبلا یک آبمیوه گیری قدیمی ناسیونال داشتیم تقریبا پانزده سال استفاده کردیم  وقتی اینو خریدم انتظار داشتم که خیلی از قبلی بهتر باشه  چون قبلی خیلی صداش زیاد بود و کمی هم شکستگی داشت  اما تفاوت چندانی با آبمیوه گیری پانزده سال پیش نداشت  حتی تفاله ها هم خشک نبود و انتظار من این بود که تفاله ها خشک تر از قبلی باشه و صداش هم اصلا کمتر نبود  همچنان صدای بلندی تولید می کنه  تازه پس از استفاده باید قطعات بیشتری رو بشوریم که قبلی بهتر بود به نظرم  در کل فقط ظاهرش نو و تمیز بود وگرنه من تفاوتی با آبمیوه گیری قبلی مون ندیدم  انطوری که انتظار داشتم اصلا نبود  دیگه خودتون قضاوت کنید و تصمیم بگیرید که بخرید یا نه ,44,2
واقعاً عالیه هر پسوندی هم که بهش بدی پخش میکنه ,72,1
تو پیشنهاد ویژه خریدم   از آنچه فکر میکردم کوچکتر ه قدرتش خوبه خوش دسته ولی کیفش اونی نیست که تو عکسه جنسش ضعیفه ولی در کل خود دستگاه چیز خوبیه ,88,2
با توجه به نظراتی که بود سفارش دادم اما واقعا انتخاب اشتباهی بود قبلا تفال داشتم بعلت خرابی باطری از کار افتاد اما این اصلا کارایی ندارد سیم شارژ هم مثل کابل شارژ موبایل وصل میشه و پایه اون بلا استفاده است ,32,3
دیجی کالای عزیز لطفاً اگر می شود دوباره موجودش کن  بسیار کارراه نداز است و هر روز در خانه با آن  و با کمکِ موکا اکسپرس که هم از دیجی کالا خریده ام  شیر را کف می دهم و کاپوچینو درست می کنم  می خواهم برای دوستی هدیه بگیرم  اما چندی ست که ناموجود است  قیمتِ بسیار ارزانش مهم ترین نقطۀ قوتش است  البته که نمی شود انتظار داشت با این قیمت  قدرتِ چرخشش به اندازۀ موتورِ هواپیما باشد  اما برای کارهای بسیار ساده  از عالی هم عالی تر است  ,80,1
منتظرم دیجی کالا موجود کنه 2 تا بخرم ذخیره کنم  دو ماهی هست چک میکنم و هنوز هم چک میکنم  ,84,1
من امروز به دستم رسید  یه نکته که هست اینه که این لپ تاپ 2 تا کارت گرافیک داره یه اینتل 5500 و یه amd 2g اینو من تو دیجیکالا ندیدم  نسبت به عکس خیلی زیبا تر و شیک تره  کیفیت ساختش خوبه  صداش برای یه لپ تاپ خوبه زیاد نیست ولی قابل قبوله اگه پورت vga احتیاج ندارین واقعا یه چیز اضافیه نباشه بهتره  تو این رنج قیمت مناسبه  داغ نمیکنه البته من هنوز باهاش کاره خاصی انجام ندادم  ال سی دی شفاف مشکلات خودشو داره ولی واسه این لپ تاپ خوبه  اگه یه لپ تاپه زیبا و ساده میخواید که کارای معمولی باهاش انجام بدین شک نکنین پشیمون نمیشین ولی برا بازی پیشنهاد نمیکنم ممنون بابت ارسال سر وقت از دیجی کالا ,68,3
با توجه به استفاده روز مره از کارد های میوه خوری من این کاردرا در فروش ویژه خریدم ولی اصلا کیفیت نداره و بقول قدیمی ها ماست هم نمی بره   لطف کنید کالاهای بی کیفیت را از سایتتان بردارید  چون باعث عدم اطمینان به محصولات پیشنهادی شما می شه   برای حمایت از محصولات خوب این کاردها را اصلا نخرید   ,16,3
